delta,theta,alpha,beta,gamma,f1,f2,f3,f4,beta_alpha,gamma_power,theta_alpha,stress_index,engagement_index,is_focus,is_memory,is_relaxed,is_stressed,is_engaged,score,eye_label,score_label
10695509.842095003,18092007.741915002,19156639.762275003,18590354.429550003,7438726.438820002,4301.0992857142855,185.10878185790753,4622.56,4003.08,0.9704392137789661,7438726.438820002,0.9444249078349579,1.3587498220657404,0.4990880387659263,0,0,1,1,0,2,0,0
10720792.79697,18139658.981365003,19226342.927025,18629788.372183334,7454502.785873334,4306.777142857143,185.05653686020904,4625.64,4008.21,0.9689720215067992,7454502.785873334,0.9434794256096685,1.3566954078089712,0.49857590913412075,0,0,1,1,0,2,0,0
10714467.180435,18140401.209695004,19272224.845575,18583934.331150003,7436157.989460002,4305.640714285714,185.68389515765327,4633.33,4003.08,0.9642858818874772,7436157.989460002,0.9412717709060555,1.350134326944769,0.4967289466314206,0,0,1,1,0,2,0,0
10708650.32415,18131034.10213,19264168.349649996,18550273.33023333,7422691.180093333,4303.335714285714,186.61261692586166,4628.21,3997.44,0.9629418199394735,7422691.180093333,0.9411791764402058,1.3482525712456834,0.4960602460744227,0,0,1,1,0,2,0,0
10709180.048249999,18111394.83513,19162440.52065,18578075.843316667,7433814.132326667,4301.392142857143,186.14695896286474,4628.21,4006.15,0.9695046840873649,7433814.132326667,0.94515073983461,1.3574413941486636,0.4984213635647584,0,0,1,1,0,2,0,0
10681920.470069999,18060373.548694998,19089064.609674998,18557411.71765,7425547.09606,4296.447142857143,185.37975680935034,4622.56,4007.69,0.9721488243192121,7425547.09606,0.9461109759951482,1.3611436361601281,0.4995341151200803,0,0,1,1,0,2,0,0
10644462.293295,18016263.353875004,19118234.814074997,18477875.524183333,7393727.080673334,4291.3550000000005,185.75830155454298,4609.23,3992.82,0.9665053130626269,7393727.080673334,0.9423601880132965,1.3532422243191842,0.4975932471367204,0,0,1,1,0,2,0,0
10651637.89263,18031584.638669997,19147003.909149997,18488246.372133333,7397876.190853334,4293.261428571428,184.9906246217877,4611.79,3994.36,0.965594745781463,7397876.190853334,0.9417444485950148,1.3519672678718586,0.4972820941911985,0,0,1,1,0,2,0,0
10694390.61705,18094139.72731,19174761.18955,18573799.972216666,7432103.629886666,4300.879285714285,183.59606564662107,4618.46,4010.77,0.9686587378380588,7432103.629886666,0.9436435504172085,1.356256974729618,0.49837262476966704,0,0,1,1,0,2,0,0
10709988.918269997,18124151.896025,19220833.358325005,18599588.484116662,7442420.778646665,4304.505714285714,184.78138421675828,4625.64,4010.77,0.9676785671761609,7442420.778646665,0.9429430846282246,1.354884503563034,0.4980478197390546,0,0,1,1,0,2,0,0
10678701.039690001,18076823.095985003,19192775.215324998,18530713.21403333,7414865.849613333,4298.387857142857,185.31556561631268,4620.0,3998.46,0.9655046238042746,7414865.849613333,0.9418556145830399,1.3518409282951618,0.49720721589879385,0,0,1,1,0,2,0,0
10658381.204385,18043350.01433,19160875.375749998,18475976.225566667,7392967.2582266675,4293.516428571429,184.2488686767803,4615.9,3995.38,0.9642553308889477,7392967.2582266675,0.9416767063348641,1.350091943948016,0.49660961979045903,0,0,1,1,0,2,0,0
10695531.96876,18104772.049525004,19220313.789225,18510298.000933334,7406698.328373333,4299.230714285714,185.01029617928543,4624.62,4001.03,0.9630590948681251,7406698.328373333,0.9419602743256816,1.348416920426893,0.49592111002504097,0,0,1,1,0,2,0,0
10742064.695505,18173883.94404,19255655.083499998,18577374.36218333,7433533.487873332,4306.262857142857,186.3242213542438,4627.69,4006.67,0.9647749859261425,7433533.487873332,0.9438206005056717,1.3508191612937557,0.49632923206759044,0,0,1,1,0,2,0,0
10737964.405290002,18162025.783675004,19223699.549775,18607365.002066668,7445531.794826668,4306.483571428572,185.97370519231788,4633.33,4006.15,0.9679388170776674,7445531.794826668,0.9447726613000791,1.3552488546460306,0.49771309332917146,0,0,1,1,0,2,0,0
10724721.437085,18141898.286765,19211348.519925002,18626414.199183334,7453152.756673333,4306.263571428572,186.57417830094673,4633.85,4000.51,0.9695526672614381,7453152.756673333,0.9443323704188821,1.3575083981640828,0.49865582757980825,0,0,1,1,0,2,0,0
10740538.957005,18160326.97055,19198041.806050003,18668126.852649998,7469840.74206,4308.755714285715,186.9415705780929,4634.87,4004.62,0.9723974476795868,7469840.74206,0.9459468394753717,1.3614913363961743,0.4997040144949415,0,0,1,1,0,2,0,0
10730884.850894999,18144998.508295,19185760.202175003,18645098.564200003,7460627.939680002,4306.74,185.30525911895444,4630.26,4013.85,0.97181963955149,7460627.939680002,0.9457534294751083,1.36068241387272,0.499456727060042,0,0,1,1,0,2,0,0
10687515.55389,18089150.34645,19195648.03965,18527324.547149997,7413510.229859999,4298.829285714285,184.6962653526164,4612.31,4008.72,0.965183593118581,7413510.229859999,0.9423568461499507,1.3513914572420778,0.4969136310002577,0,0,1,1,0,2,0,0
10653839.660205,18040504.815975,19176926.345174998,18436879.71773333,7377325.989093333,4291.794285714285,185.47366954885632,4609.74,3994.87,0.9614095286115115,7377325.989093333,0.9407401630091328,1.3461075691788478,0.4953829198447868,0,0,1,1,0,2,0,0
10660824.44265,18052894.189925,19192307.998624995,18469565.531716667,7390402.571686667,4294.321428571428,185.55643911748024,4614.36,3994.36,0.9623420764734982,7390402.571686667,0.9406317463859706,1.3474131462070476,0.4958911335268339,0,0,1,1,0,2,0,0
10710803.258309998,18130846.551949997,19248877.704350002,18585962.848533332,7436969.601413334,4304.798571428571,184.8884984392,4622.56,4007.18,0.9655608567938575,7436969.601413334,0.9419170733186026,1.3519194651054622,0.4972204375049756,0,0,1,1,0,2,0,0
10749592.756889999,18178488.98686,19228493.221699998,18683943.657866668,7476168.745146668,4311.208571428571,183.28660179609193,4625.64,4021.03,0.9716800709470175,7476168.745146668,0.9453933169523664,1.3604868619393127,0.49947743856200844,0,0,1,1,0,2,0,0
10745196.008805,18160604.56155,19168382.74905,18717049.665533334,7489413.456213334,4310.659285714286,182.34589636435035,4630.77,4026.15,0.9764542951053078,7489413.456213334,0.9474249757689708,1.3671713187720083,0.5014079141712454,0,0,1,1,0,2,0,0
10745741.158665,18165952.31659,19191487.19185,18713653.163366664,7488054.599346666,4311.245000000001,183.317413706001,4631.28,4024.62,0.9751017717539249,7488054.599346666,0.9465630326087259,1.365277609847713,0.500935112513219,0,0,1,1,0,2,0,0
10759160.98083,18200880.653495003,19276663.395275,18693011.5951,7479796.4840400005,4313.699285714286,185.2491831277261,4632.82,4018.97,0.9697223638651578,7479796.4840400005,0.9441924818770955,1.3577457645265514,0.4987789907143875,0,0,1,1,0,2,0,0
10740449.956575,18184667.709715,19320338.838075005,18652052.601716667,7463410.015686667,4312.015,186.70902303355044,4632.31,4011.28,0.9654102217378148,7463410.015686667,0.9412188814140852,1.3517083129999607,0.49732167298648955,0,0,1,1,0,2,0,0
10731892.84821,18171058.465715002,19309340.007175,18608942.945916668,7446163.177366667,4309.047142857143,186.42273667388218,4632.31,4005.64,0.9637275504497286,7446163.177366667,0.9410502098446674,1.3493524954037985,0.49649800173219155,0,0,1,1,0,2,0,0
10754731.825289998,18195537.33902,19279474.5265,18622629.609383333,7451638.818753334,4310.036428571429,185.5670291530084,4629.23,4009.23,0.9659303516693473,7451638.818753334,0.9437776591892557,1.3524366751954648,0.49693458873904034,0,0,1,1,0,2,0,0
10746416.13255,18186084.027884997,19287645.922424998,18628554.31348333,7454009.110393332,4310.11,186.3193913303559,4629.74,4010.26,0.9658283021373629,7454009.110393332,0.9428876961464645,1.3522937702599636,0.4971096909270633,0,0,1,1,0,2,0,0
10704067.80549,18130107.633635003,19290086.131575003,18566758.289383333,7429286.444753333,4304.762857142857,186.6204536113939,4631.79,4003.59,0.9625026121055701,7429286.444753333,0.9398665983122685,1.3476375666142653,0.49616948554244455,0,0,1,1,0,2,0,0
10681286.562885,18078039.24164,19181619.1223,18517247.99781667,7409478.942126668,4297.509999999999,184.82632013402676,4619.49,4002.56,0.9653641791004017,7409478.942126668,0.94246680253504,1.3516443411078016,0.49697846976871957,0,0,1,1,0,2,0,0
10675834.417949999,18054524.885815002,19100394.976075,18511982.033533335,7407372.197413334,4294.247857142857,184.7384905434309,4606.15,4004.1,0.9691936767129855,7407372.197413334,0.9452435359807485,1.3570061908882871,0.49823770586356925,0,0,1,1,0,2,0,0
10688856.64821,18087687.98937,19179395.62545,18523633.4132,7412033.57128,4298.168571428571,184.94870805778797,4612.82,4003.59,0.965809026256239,7412033.57128,0.9430791429823625,1.3522671668581385,0.49705079164910043,0,0,1,1,0,2,0,0
10723400.76975,18144548.353265002,19233403.301325,18583340.784583334,7435920.672833334,4304.907142857143,183.58323473986127,4623.08,4008.21,0.9662013785829652,7435920.672833334,0.9433872970372369,1.352816298279506,0.4971738675332362,0,0,1,1,0,2,0,0
10744630.067339998,18157465.57243,19156460.74655,18656347.98996667,7465128.579986667,4307.215714285714,182.30608291372764,4620.0,4014.36,0.9738932591358571,7465128.579986667,0.947850744073335,1.3635857330616954,0.4999835136747987,0,0,1,1,0,2,0,0
10758965.026829999,18177206.50786,19159599.027100004,18698266.344083335,7481898.7946333345,4310.183571428571,182.61470237349232,4626.67,4017.44,0.9759215898847822,7481898.7946333345,0.9487258309606886,1.3664255239206815,0.5007998428407292,0,0,1,1,0,2,0,0
10775022.915945,18226483.12777,19298929.53255,18731700.69105,7495274.841420001,4317.291428571428,183.87388414178818,4632.82,4021.03,0.9706082743841171,7495274.841420001,0.94442974658402,1.3589860250141672,0.49917374288748906,0,0,1,1,0,2,0,0
10757379.537285,18214252.70251,19355399.93065,18732798.854133334,7495714.157653335,4318.1678571428565,185.59276364351257,4638.46,4019.49,0.9678332104348968,7495714.157653335,0.9410424361041546,1.355100545881849,0.4986151731836551,0,0,1,1,0,2,0,0
10734243.705014998,18175904.58511,19317898.22545,18687907.715016667,7477754.573006667,4313.407142857142,185.91998495622366,4629.74,4010.26,0.9673882477750954,7477754.573006667,0.9408841672622313,1.3544776964168141,0.4984265749046075,0,0,1,1,0,2,0,0
10740144.525569998,18183765.312255,19317863.057475,18634997.016616665,7456586.651646666,4311.134285714285,185.1821923216734,4628.21,4005.64,0.9646510569607198,7456586.651646666,0.9412927950753794,1.3506454409907367,0.49691167628490734,0,0,1,1,0,2,0,0
10718792.686394999,18153024.715365,19306505.667525,18567902.36165,7429744.17566,4306.227857142857,185.4873392744703,4629.23,4005.13,0.9617432942762736,7429744.17566,0.9402542867142871,1.3465744130507604,0.4956789946873059,0,0,1,1,0,2,0,0
10681378.722450001,18080776.19121,19194689.47305,18501535.969633333,7403193.001853334,4297.141428571429,185.39972125334032,4612.82,4000.51,0.9638882668880453,7403193.001853334,0.9419676320679785,1.3495779136128483,0.4963462062761633,0,0,1,1,0,2,0,0
10694394.354915002,18078246.459310003,19095269.93045,18488234.816049997,7397871.567419999,4293.955714285714,183.93933719394266,4607.18,3996.92,0.9682101841654006,7397871.567419999,0.9467395080119207,1.3556292462873087,0.49734963521348113,0,0,1,1,0,2,0,0
10709962.680795,18097390.187585004,19087199.732625,18480958.997899998,7394960.727159999,4294.2128571428575,183.3434031860343,4609.23,4000.0,0.9682383616655017,7394960.727159999,0.9481427575073205,1.3556687249848365,0.4970058574682576,0,0,1,1,0,2,0,0
10665259.565685,18036665.197285004,19081595.548524998,18435638.750166666,7376829.500066667,4289.2300000000005,184.59013137218352,4605.64,4001.54,0.966147652762233,7376829.500066667,0.9452388376756203,1.3527416082470776,0.4966730223815034,0,0,1,1,0,2,0,0
10645878.422849998,18017444.594295,19114700.152475,18438403.650766667,7377935.666306667,4289.342142857143,185.81117039997395,4603.08,4000.0,0.9646190368504562,7377935.666306667,0.94259624532803,1.3506013231250844,0.4965617735390862,0,0,1,1,0,2,0,0
10700277.308445001,18114831.640335,19238976.145375,18500251.699633334,7402679.243853334,4299.597142857142,185.3757888887393,4617.95,4005.64,0.9616027152297181,7402679.243853334,0.9415694215457937,1.3463778294518196,0.4952708384045993,0,0,1,1,0,2,0,0
10737936.78273,18176375.457790002,19295632.07075,18525824.103183333,7412910.052273334,4304.870714285714,184.57518527938248,4625.64,4013.85,0.9601045477678563,7412910.052273334,0.9419943016711224,1.3442800971923337,0.4943910221269282,0,0,1,1,0,2,0,0
10733401.052235,18166313.20185,19275558.99435,18528856.58616667,7414123.248466668,4304.102142857142,184.6326320089464,4620.0,4015.38,0.9612616989005007,7414123.248466668,0.9424532490691409,1.3459002585728552,0.49486992768611293,0,0,1,1,0,2,0,0
10741198.033890001,18184915.785990003,19316592.03735,18587013.174583334,7437389.884833334,4308.754999999999,185.4066937360753,4625.13,4016.41,0.9622304565237526,7437389.884833334,0.9414142904104016,1.347256441979791,0.4956337559050025,0,0,1,1,0,2,0,0
10775540.134440001,18236650.033850003,19346315.93965,18676413.221750002,7473156.057700002,4316.080714285714,185.3450580274642,4632.82,4021.54,0.9653731118632254,7473156.057700002,0.94264200433496,1.3516562719755592,0.4969382468355044,0,0,1,1,0,2,0,0
10794408.34533,18246616.752395004,19270361.459775,18718201.42788333,7489874.1621533325,4316.667142857143,185.696295348406,4640.0,4021.54,0.971346669700762,7489874.1621533325,0.9468746494704882,1.3600199272204678,0.4989261481035511,0,0,1,1,0,2,0,0
10761874.964025,18189037.257585004,19199353.194425,18674948.88648333,7472570.117593332,4310.329285714286,186.66231391259473,4632.82,4011.28,0.972686355491657,7472570.117593332,0.9473776055573417,1.3618958273900534,0.49948523219936747,0,0,1,1,0,2,0,0
10709591.53101,18118922.350185003,19197334.877525,18610451.16385,7446766.566539999,4304.174285714286,186.4126416127974,4622.05,4002.56,0.969428896384828,7446766.566539999,0.9438248832860922,1.3573351663982665,0.49872234105058905,0,0,1,1,0,2,0,0
10717949.14557,18137412.34781,19234067.43525,18630975.214250002,7454977.624700001,4306.925,185.293965584805,4626.67,4009.23,0.9686445821700882,7454977.624700001,0.9429837141242878,1.3562369439935154,0.49853458633165176,0,0,1,1,0,2,0,0
10771499.72679,18218062.102415,19280312.333475,18685724.697966665,7476881.213186666,4314.1392857142855,185.246328032406,4636.41,4018.46,0.9691608919386142,7476881.213186666,0.9449049261916449,1.3569596518272036,0.4983075927707924,0,0,1,1,0,2,0,0
10777432.281465,18226793.5102,19284419.0079,18672642.59655,7471647.44762,4313.918571428571,186.04377003648298,4635.38,4013.33,0.9682761294960274,7471647.44762,0.9451564759473605,1.3557209078198544,0.4977882969669278,0,0,1,1,0,2,0,0
10749982.83693,18185700.42761,19261949.891850002,18622770.032449994,7451694.935979999,4309.157857142857,186.54602638409077,4628.21,4002.56,0.9668164509309922,7451694.935979999,0.94412562226131,1.353677333542494,0.4973014294243185,0,0,1,1,0,2,0,0
10742248.464149999,18174661.155685,19258316.017425,18599698.855233334,7442464.876093334,4307.436428571428,187.14523686191438,4628.72,4001.03,0.9658008954886445,7442464.876093334,0.9437305494021155,1.3522554987550452,0.49688003092080907,0,0,1,1,0,2,0,0
10754674.802055001,18192358.242190003,19263959.19725,18609320.430033334,7446314.224013334,4308.7921428571435,187.07049054065814,4625.64,4009.74,0.9660174338766725,7446314.224013334,0.944372756187424,1.3525586504442375,0.4968272831444441,0,0,1,1,0,2,0,0
10764430.80099,18206596.641835004,19270111.202575,18622841.07465,7451723.50686,4310.292857142857,185.09072371710698,4625.13,4021.54,0.9664106698128722,7451723.50686,0.9448101492741348,1.3531091910888606,0.4969177429342229,0,0,1,1,0,2,0,0
10746332.23602,18181107.846095003,19263324.323675,18575138.94325,7432639.372300001,4306.74,184.04461310857678,4620.51,4016.92,0.9642748380880362,7432639.372300001,0.9438198485683557,1.3501189035988241,0.4960721225262901,0,0,1,1,0,2,0,0
10694847.12675,18107095.549935,19236496.904675,18503474.571250003,7403968.597500002,4299.377142857144,185.31873313019275,4619.49,4003.59,0.9618941880604148,7403968.597500002,0.9412886160958721,1.3467859193454519,0.495492622830541,0,0,1,1,0,2,0,0
10675085.023125002,18073206.660105005,19198799.813024998,18550329.87741667,7422713.949966668,4299.339285714286,185.92546365467018,4613.85,4006.15,0.9662234128213915,7422713.949966668,0.9413716917784987,1.3528472654713113,0.4977014020103642,0,0,1,1,0,2,0,0
10741283.435744999,18158366.80866,19183277.805,18691436.403866667,7479166.355546667,4309.596428571428,183.9228489886508,4629.74,4018.97,0.974360930069724,7479166.355546667,0.9465726865471443,1.3642404090395215,0.5005520404162549,0,0,1,1,0,2,0,0
10796600.20131,18236752.276765,19206426.708425,18734753.85751667,7496496.312006668,4315.604285714287,183.10803640451826,4635.9,4019.49,0.9754419258683655,7496496.312006668,0.9495130225740743,1.365753795213531,0.5003515824584867,0,0,1,1,0,2,0,0
10752291.594284996,18183674.840389997,19236430.240050003,18634359.41631667,7456331.561526668,4309.084285714286,184.95522248503784,4625.64,4008.21,0.9687015305739629,7456331.561526668,0.9452728293907086,1.3563166685428723,0.49797720707247844,0,0,1,1,0,2,0,0
10708893.42849,18127033.599855002,19242545.142674997,18554459.82713333,7424366.186853333,4302.856428571428,186.22838542296626,4622.05,4000.51,0.9642414602413153,7424366.186853333,0.9420288982278638,1.3500722394757951,0.4965124160207929,0,0,1,1,0,2,0,0
10744907.071995,18173271.25581,19233642.46575,18591319.69016667,7439112.696066669,4306.409285714285,185.73189434790464,4623.59,4003.08,0.9666042052758285,7439112.696066669,0.944868934117436,1.3533802779471056,0.4970022340937153,0,0,1,1,0,2,0,0
10757242.129949998,18193808.814845,19254096.541225,18635869.331233334,7456935.630493334,4309.963571428571,186.23063019535536,4624.1,4005.13,0.967891133781897,7456935.630493334,0.9449318370191632,1.3551819949514605,0.49764784315799165,0,0,1,1,0,2,0,0
10731685.202175,18169015.248885002,19300508.229925,18633642.339783333,7456044.628913334,4309.8892857142855,188.30366836819283,4631.28,4001.54,0.965448273061086,7456044.628913334,0.9413749644537037,1.3517616561124464,0.4973012894151337,0,0,1,1,0,2,0,0
10753178.74044,18197208.498905003,19298184.224925,18651080.631216668,7463021.123486668,4311.867142857142,188.28233918501124,4635.9,4004.1,0.9664681616587785,7463021.123486668,0.942949258169121,1.3531895773372158,0.4974232639351068,0,0,1,1,0,2,0,0
10773981.50391,18220904.845755003,19277980.869375,18650651.246083334,7462849.369433334,4312.38,187.02112405516425,4631.79,4008.21,0.967458748530599,7462849.369433334,0.9451666628998365,1.354576539548248,0.49736547874428433,0,0,1,1,0,2,0,0
10744045.442610001,18182002.44139,19283042.58955,18592601.93085,7439625.645339999,4307.986428571428,187.52001762124885,4629.23,4004.62,0.9641944130188702,7439625.645339999,0.9429011193099981,1.350006227248402,0.49626530317780365,0,0,1,1,0,2,0,0
10736027.52237,18164915.09142,19251058.6413,18563763.247566666,7428088.171026668,4305.018571428572,188.17587927472601,4626.15,4002.05,0.9642983065741737,7428088.171026668,0.9435800612257863,1.3501517969942034,0.49614539982778244,0,0,1,1,0,2,0,0
10750829.934405,18174459.240130004,19200096.637950003,18559896.044233333,7426540.981693334,4303.955,188.14154845108362,4622.05,4001.54,0.9666563869031657,7426540.981693334,0.9465816543967952,1.3534534495290902,0.4965917482679205,0,0,1,1,0,2,0,0
10724098.50525,18139626.887539998,19204144.4027,18529013.076716665,7414185.641686667,4301.063571428572,188.33410083477946,4621.54,4002.05,0.9648444985713929,7414185.641686667,0.9445683445802835,1.3509166654024174,0.4961741258724673,0,0,1,1,0,2,0,0
10713386.688450001,18127780.61303,19216325.142150003,18534022.31098333,7416189.745393333,4301.136428571428,188.06691000078914,4620.51,4005.64,0.9644935841728114,7416189.745393333,0.9433531374459688,1.350425321408352,0.4963038192020967,0,0,1,1,0,2,0,0
10754381.027774999,18183026.64691,19219259.71605,18570289.75683333,7430699.286733332,4305.346428571428,187.18606929268236,4624.1,4007.69,0.966233352959184,7430699.286733332,0.9460836117285212,1.3528611105583788,0.4965014592055327,0,0,1,1,0,2,0,0
